"Topic","Sentiment","TweetId","TweetDate","TweetText"
"b'apple'","b'negative'","b'125365852487942145'","b'Sun Oct 16 00:22:03 +0000 2011'","b'yo, @apple, this update is a disaster'"
"b'apple'","b'negative'","b'125365814579826688'","b'Sun Oct 16 00:21:54 +0000 2011'","b'Dear @Apple,Congratulations, I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures'"
"b'apple'","b'negative'","b'125365581170999296'","b'Sun Oct 16 00:20:58 +0000 2011'","b""Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!"""
"b'apple'","b'negative'","b'125355869859876864'","b'Sat Oct 15 23:42:23 +0000 2011'","b""RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts\n&gt;("""
"b'apple'","b'negative'","b'125341902739484672'","b'Sat Oct 15 22:46:53 +0000 2011'","b'RT @leiboaz: Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.'"
"b'apple'","b'negative'","b'125341804857008128'","b'Sat Oct 15 22:46:29 +0000 2011'","b'Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.'"
"b'apple'","b'negative'","b'125338210158125056'","b'Sat Oct 15 22:32:12 +0000 2011'","b'Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it'"
"b'apple'","b'negative'","b'125336335656558592'","b'Sat Oct 15 22:24:45 +0000 2011'","b""@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame."""
"b'apple'","b'negative'","b'125334948017213441'","b'Sat Oct 15 22:19:14 +0000 2011'","b""Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment"""
"b'apple'","b'negative'","b'125333948556521472'","b'Sat Oct 15 22:15:16 +0000 2011'","b'\xe2\x80\xa6and only the first 23 images in my Photo Roll made it over? Seriously, @apple, how did you fuck this up so much?'"
"b'apple'","b'negative'","b'125330038248849408'","b'Sat Oct 15 21:59:44 +0000 2011'","b'@apple why does #iPhone4 plus #iOS5 equal half the battery life?'"
"b'apple'","b'negative'","b'125327896066785280'","b'Sat Oct 15 21:51:13 +0000 2011'","b""Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?"""
"b'apple'","b'negative'","b'125313086465904641'","b'Sat Oct 15 20:52:22 +0000 2011'","b""@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday, I'm returning my iPhone 4S."""
"b'apple'","b'negative'","b'125311989751877632'","b'Sat Oct 15 20:48:01 +0000 2011'","b'@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing, accessing mail... is this a good premise for #iCloud? @Apple, ...'"
"b'apple'","b'negative'","b'125309975881977857'","b'Sat Oct 15 20:40:01 +0000 2011'","b""need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work"""
"b'apple'","b'negative'","b'125309448108519424'","b'Sat Oct 15 20:37:55 +0000 2011'","b'Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac'"
"b'apple'","b'negative'","b'125307394640199680'","b'Sat Oct 15 20:29:46 +0000 2011'","b""Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi"""
"b'apple'","b'negative'","b'125305396842856448'","b'Sat Oct 15 20:21:49 +0000 2011'","b'has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!'"
"b'apple'","b'negative'","b'125303217214062592'","b'Sat Oct 15 20:13:09 +0000 2011'","b'@apple thanks apple for ios 5 and losing all my contacts!'"
"b'apple'","b'negative'","b'125302079752384512'","b'Sat Oct 15 20:08:38 +0000 2011'","b'@apple give me my apps back!!!'"
"b'apple'","b'negative'","b'125301393560047616'","b'Sat Oct 15 20:05:54 +0000 2011'","b""RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????\nWtf!!!!"""
"b'apple'","b'negative'","b'125301265700892672'","b'Sat Oct 15 20:05:24 +0000 2011'","b'@tomcolontonio @apple #EPICFAIL'"
"b'apple'","b'negative'","b'125277260872822786'","b'Sat Oct 15 18:30:01 +0000 2011'","b'90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.'"
"b'apple'","b'negative'","b'125276004817190914'","b'Sat Oct 15 18:25:01 +0000 2011'","b'So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)'"
"b'apple'","b'negative'","b'125269239207706624'","b'Sat Oct 15 17:58:08 +0000 2011'","b'In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :('"
"b'apple'","b'negative'","b'125269161327865856'","b'Sat Oct 15 17:57:50 +0000 2011'","b""Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?"""
"b'apple'","b'negative'","b'125267178336419840'","b'Sat Oct 15 17:49:57 +0000 2011'","b""Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase..."""
"b'apple'","b'negative'","b'125265721281351680'","b'Sat Oct 15 17:44:09 +0000 2011'","b'@apple cu'"
"b'apple'","b'negative'","b'125261285083447296'","b'Sat Oct 15 17:26:32 +0000 2011'","b'*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5'"
"b'apple'","b'negative'","b'125245780192792576'","b'Sat Oct 15 16:24:55 +0000 2011'","b""@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :("""
"b'apple'","b'negative'","b'125245104859529216'","b'Sat Oct 15 16:22:14 +0000 2011'","b'@apple took my Siri and made it exclusive to iPhone 4S  #SoRude'"
"b'apple'","b'negative'","b'125236708403970048'","b'Sat Oct 15 15:48:52 +0000 2011'","b""total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes."""
"b'apple'","b'negative'","b'125236166151774208'","b'Sat Oct 15 15:46:43 +0000 2011'","b'Waited in line for nothing, fucking genius @Apple called an app for ""John"" not ""jean"" stop fucking up my name im not a French boy. #PCam ...'"
"b'apple'","b'negative'","b'125230743990444032'","b'Sat Oct 15 15:25:10 +0000 2011'","b""It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing."""
"b'apple'","b'negative'","b'125230107580317696'","b'Sat Oct 15 15:22:38 +0000 2011'","b'This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use'"
"b'apple'","b'negative'","b'125227837438435328'","b'Sat Oct 15 15:13:37 +0000 2011'","b""Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right...."""
"b'apple'","b'negative'","b'125224588253741056'","b'Sat Oct 15 15:00:43 +0000 2011'","b'#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!'"
"b'apple'","b'negative'","b'125204228967903232'","b'Sat Oct 15 13:39:49 +0000 2011'","b""Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple"""
"b'apple'","b'negative'","b'125129328446017536'","b'Sat Oct 15 08:42:11 +0000 2011'","b'DAMN YOU !!! @apple'"
"b'apple'","b'neutral'","b'126417484017451009'","b'Tue Oct 18 22:00:51 +0000 2011'","b'@Late_Show I would have watched but the folks at @apple have a jihad against adobe flash. Plse consider a YouTube link in future on UR site'"
"b'apple'","b'neutral'","b'126415618625912832'","b'Tue Oct 18 21:53:26 +0000 2011'","b""Hey @apple, androids releasing brand new state of the art phones, whens your new phone come out? What's that? (cont) http://t.co/2sko9l3d"""
"b'apple'","b'neutral'","b'126414657836687362'","b'Tue Oct 18 21:49:37 +0000 2011'","b'.@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointment #wtf'"
"b'apple'","b'neutral'","b'126409984836763648'","b'Tue Oct 18 21:31:03 +0000 2011'","b'Interesting read on war b/w @Apple & @Samsung- http://t.co/Vt9d24Yi -using latter, agree lack of innovation, but better specs at same price!'"
"b'apple'","b'neutral'","b'126407959495442432'","b'Tue Oct 18 21:23:00 +0000 2011'","b'RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...'"
"b'apple'","b'neutral'","b'126407672521162753'","b'Tue Oct 18 21:21:52 +0000 2011'","b'The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget'"
"b'apple'","b'neutral'","b'126407511531192320'","b'Tue Oct 18 21:21:13 +0000 2011'","b""Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings."""
"b'apple'","b'neutral'","b'126405911697817600'","b'Tue Oct 18 21:14:52 +0000 2011'","b'Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/XVcch6Os #PampersHelloApps""'"
"b'apple'","b'neutral'","b'126403530838913024'","b'Tue Oct 18 21:05:24 +0000 2011'","b""Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?"""
"b'apple'","b'neutral'","b'126401882766839811'","b'Tue Oct 18 20:58:51 +0000 2011'","b'Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE'"
"b'apple'","b'neutral'","b'126400491067416576'","b'Tue Oct 18 20:53:20 +0000 2011'","b'Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple'"
"b'apple'","b'neutral'","b'126389413054910464'","b'Tue Oct 18 20:09:18 +0000 2011'","b'RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...'"
"b'apple'","b'neutral'","b'126387460463788032'","b'Tue Oct 18 20:01:33 +0000 2011'","b'@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker'"
"b'apple'","b'neutral'","b'126383125059211265'","b'Tue Oct 18 19:44:19 +0000 2011'","b'Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.'"
"b'apple'","b'neutral'","b'126382776072146944'","b'Tue Oct 18 19:42:56 +0000 2011'","b'Amazing story of @dropbox and @apple http://t.co/r4oDCwvY'"
"b'apple'","b'neutral'","b'126381578975842304'","b'Tue Oct 18 19:38:11 +0000 2011'","b'Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon'"
"b'apple'","b'neutral'","b'126380323733909504'","b'Tue Oct 18 19:33:11 +0000 2011'","b""@Jake_Gyllenhaal So you've made up with @Apple?"""
"b'apple'","b'neutral'","b'126377120023842816'","b'Tue Oct 18 19:20:28 +0000 2011'","b""@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial."""
"b'apple'","b'neutral'","b'126375024595705856'","b'Tue Oct 18 19:12:08 +0000 2011'","b'@Motorola is the Best Android-powered company that is going against @Apple.'"
"b'apple'","b'neutral'","b'126368680459251712'","b'Tue Oct 18 18:46:55 +0000 2011'","b'Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw'"
"b'apple'","b'neutral'","b'126368285259350017'","b'Tue Oct 18 18:45:21 +0000 2011'","b'The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw'"
"b'apple'","b'neutral'","b'126368127524159488'","b'Tue Oct 18 18:44:44 +0000 2011'","b'#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps'"
"b'apple'","b'neutral'","b'126364189097865216'","b'Tue Oct 18 18:29:05 +0000 2011'","b'@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy'"
"b'apple'","b'neutral'","b'126360821419884544'","b'Tue Oct 18 18:15:42 +0000 2011'","b""Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple"""
"b'apple'","b'neutral'","b'126360182308618240'","b'Tue Oct 18 18:13:09 +0000 2011'","b'Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv'"
"b'apple'","b'neutral'","b'126358012343492608'","b'Tue Oct 18 18:04:32 +0000 2011'","b'RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...'"
"b'apple'","b'neutral'","b'126353359962775552'","b'Tue Oct 18 17:46:03 +0000 2011'","b""@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone"""
"b'apple'","b'neutral'","b'126348857071239168'","b'Tue Oct 18 17:28:09 +0000 2011'","b'#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps'"
"b'apple'","b'neutral'","b'126346633721032705'","b'Tue Oct 18 17:19:19 +0000 2011'","b'RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto shari ...'"
"b'apple'","b'neutral'","b'126346584068861952'","b'Tue Oct 18 17:19:07 +0000 2011'","b""Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime"""
"b'apple'","b'neutral'","b'126336867477094400'","b'Tue Oct 18 16:40:31 +0000 2011'","b'@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?'"
"b'apple'","b'neutral'","b'126336687382081536'","b'Tue Oct 18 16:39:48 +0000 2011'","b'RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy'"
"b'apple'","b'neutral'","b'126331354718801921'","b'Tue Oct 18 16:18:36 +0000 2011'","b'Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox'"
"b'apple'","b'neutral'","b'126330974270271488'","b'Tue Oct 18 16:17:06 +0000 2011'","b'RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn'"
"b'apple'","b'neutral'","b'126330155441467392'","b'Tue Oct 18 16:13:50 +0000 2011'","b'#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits'"
"b'apple'","b'neutral'","b'126329109759524865'","b'Tue Oct 18 16:09:41 +0000 2011'","b'Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant'"
"b'apple'","b'neutral'","b'126328424624160768'","b'Tue Oct 18 16:06:58 +0000 2011'","b'Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn'"
"b'apple'","b'neutral'","b'126326886354784256'","b'Tue Oct 18 16:00:51 +0000 2011'","b'Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art'"
"b'apple'","b'neutral'","b'126325069281624064'","b'Tue Oct 18 15:53:38 +0000 2011'","b'@apple #siri http://t.co/k7b686hX'"
"b'apple'","b'neutral'","b'126324621279641601'","b'Tue Oct 18 15:51:51 +0000 2011'","b'.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5'"
"b'apple'","b'neutral'","b'126324256236765185'","b'Tue Oct 18 15:50:24 +0000 2011'","b'RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn'"
"b'apple'","b'neutral'","b'126323574989520896'","b'Tue Oct 18 15:47:41 +0000 2011'","b'RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G'"
"b'apple'","b'neutral'","b'126323533696614402'","b'Tue Oct 18 15:47:32 +0000 2011'","b'.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn'"
"b'apple'","b'neutral'","b'126321197062426624'","b'Tue Oct 18 15:38:14 +0000 2011'","b'RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!'"
"b'apple'","b'neutral'","b'126320247379730432'","b'Tue Oct 18 15:34:28 +0000 2011'","b'@bidmyway I like your app for the @apple iPhone very simple and easy to use!'"
"b'apple'","b'neutral'","b'126320076063379456'","b'Tue Oct 18 15:33:47 +0000 2011'","b""Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip."""
"b'apple'","b'neutral'","b'126318553031917569'","b'Tue Oct 18 15:27:44 +0000 2011'","b'Noticed how @apple has added the like & tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet'"
"b'apple'","b'neutral'","b'126316594971422720'","b'Tue Oct 18 15:19:57 +0000 2011'","b'@rtimbuc thx for publicly coming out out of the @Apple closet ... :)'"
"b'apple'","b'neutral'","b'126316179429134336'","b'Tue Oct 18 15:18:18 +0000 2011'","b'Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps'"
"b'apple'","b'neutral'","b'126315088641658881'","b'Tue Oct 18 15:13:58 +0000 2011'","b'@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.'"
"b'apple'","b'neutral'","b'126311681126187008'","b'Tue Oct 18 15:00:26 +0000 2011'","b""RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple"""
"b'apple'","b'neutral'","b'126311223343058946'","b'Tue Oct 18 14:58:37 +0000 2011'","b""Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC"""
"b'apple'","b'neutral'","b'126309939961536513'","b'Tue Oct 18 14:53:31 +0000 2011'","b'@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu'"
"b'apple'","b'neutral'","b'126308556294205441'","b'Tue Oct 18 14:48:01 +0000 2011'","b'These cos are worth billions: @Apple, @Facebook @Google & @Amazon and they are battling for consumers  http://t.co/4WxPCH9h via @fastcompany'"
"b'apple'","b'neutral'","b'126302918797312000'","b'Tue Oct 18 14:25:37 +0000 2011'","b'Just when #TomCruise thought he had a unique name for his daughter, @Apple pulls the rug out from under him with the new #Siri App.'"
"b'apple'","b'neutral'","b'126302719882444801'","b'Tue Oct 18 14:24:49 +0000 2011'","b'I wonder If the person who has @apple is holding out for apple to buy it from them'"
"b'apple'","b'neutral'","b'126301989486342145'","b'Tue Oct 18 14:21:55 +0000 2011'","b""iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet"""
"b'apple'","b'neutral'","b'126301301511426049'","b'Tue Oct 18 14:19:11 +0000 2011'","b""The 'Great Tech War': @Apple, @Facebook, @Google, @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany"""
"b'apple'","b'neutral'","b'126300596633481216'","b'Tue Oct 18 14:16:23 +0000 2011'","b""@BeeeThree I am aye, I wasn't @apple"""
"b'apple'","b'neutral'","b'126300304600866816'","b'Tue Oct 18 14:15:13 +0000 2011'","b'How the community saw #SteveJobs - 12 Most #Community ""iCelebrates"" Steve Jobs - http://t.co/jJRwIvmc @Apple'"
"b'apple'","b'neutral'","b'126294550535872512'","b'Tue Oct 18 13:52:21 +0000 2011'","b'RT @aplusk: Sending love & light to everyone @Apple & the entire Jobs family.Today we lost a Giant who will be missed even by those who  ...'"
"b'apple'","b'neutral'","b'126293879166205952'","b'Tue Oct 18 13:49:41 +0000 2011'","b'Attending #mobilemem , listening to James Kelley from @apple .'"
"b'apple'","b'neutral'","b'126292279009882113'","b'Tue Oct 18 13:43:20 +0000 2011'","b'Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje'"
"b'apple'","b'neutral'","b'126292109727768576'","b'Tue Oct 18 13:42:42 +0000 2011'","b'yeah, @apple is updated!! planking photos, #lmaoo http://t.co/IusXJJDq'"
"b'apple'","b'neutral'","b'126291860305100801'","b'Tue Oct 18 13:41:40 +0000 2011'","b'picking up my #iPhone4S in two hours @Apple!'"
"b'apple'","b'neutral'","b'126290154737504256'","b'Tue Oct 18 13:34:53 +0000 2011'","b'@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out'"
"b'apple'","b'neutral'","b'126289716097196032'","b'Tue Oct 18 13:33:09 +0000 2011'","b""yes, i am live tweeting my @apple tech support call. Isn't this fun?"""
"b'apple'","b'neutral'","b'126283761754185728'","b'Tue Oct 18 13:09:29 +0000 2011'","b'@azee1v1 @apple @umber Better file info/easier to get to, duplication of files when importing. Categorizing files.'"
"b'apple'","b'neutral'","b'126283441657495552'","b'Tue Oct 18 13:08:13 +0000 2011'","b'@AsimRang @apple @umber well so far ive seen it for apps'"
"b'apple'","b'neutral'","b'126283440457912320'","b'Tue Oct 18 13:08:13 +0000 2011'","b'Hello again, iPhone 4!!! Thank you, @apple! Although this should have never broken in the first place! #tsk'"
"b'apple'","b'neutral'","b'126283024278110208'","b'Tue Oct 18 13:06:33 +0000 2011'","b'@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before'"
"b'apple'","b'neutral'","b'126281432644595713'","b'Tue Oct 18 13:00:14 +0000 2011'","b'@Apple, @Facebook, @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo'"
"b'apple'","b'neutral'","b'126280507729260544'","b'Tue Oct 18 12:56:33 +0000 2011'","b'@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?'"
"b'apple'","b'neutral'","b'126279672433614848'","b'Tue Oct 18 12:53:14 +0000 2011'","b""\xe2\x80\x9c@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube\xe2\x80\x9d It couldn't have 2do w/operator error! #sarcasm Still \xe2\x9d\xa4 @apple"""
"b'apple'","b'neutral'","b'126272713332506624'","b'Tue Oct 18 12:25:35 +0000 2011'","b'@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI'"
"b'apple'","b'neutral'","b'126267746739699713'","b'Tue Oct 18 12:05:51 +0000 2011'","b'#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/AAP7StHt #PampersHelloApps'"
"b'apple'","b'neutral'","b'126257394622808064'","b'Tue Oct 18 11:24:43 +0000 2011'","b""Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well, It IS ..I'm not :) #stilllearning"""
"b'apple'","b'neutral'","b'126232037492404224'","b'Tue Oct 18 09:43:57 +0000 2011'","b'@Mommy_gaga, #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps'"
"b'apple'","b'neutral'","b'126218596786511873'","b'Tue Oct 18 08:50:33 +0000 2011'","b'I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.'"
"b'apple'","b'neutral'","b'126213965817708544'","b'Tue Oct 18 08:32:09 +0000 2011'","b'@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista'"
"b'apple'","b'neutral'","b'126211975595311104'","b'Tue Oct 18 08:24:14 +0000 2011'","b'iPhone 4S vs Canon 5D MKII. @apple @canon @iphone http://t.co/PvKqad33'"
"b'apple'","b'neutral'","b'126209902241787904'","b'Tue Oct 18 08:16:00 +0000 2011'","b'@Samsung wants to ban @Apple iPhone 4S in Japan and Australia. http://t.co/hWA4tWIc #smartphonewar'"
"b'apple'","b'neutral'","b'126205800359280640'","b'Tue Oct 18 07:59:42 +0000 2011'","b'Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO'"
"b'apple'","b'neutral'","b'126201991125929984'","b'Tue Oct 18 07:44:34 +0000 2011'","b'@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p'"
"b'apple'","b'neutral'","b'126186795808456704'","b'Tue Oct 18 06:44:11 +0000 2011'","b'I have 4 @Apple products...'"
"b'apple'","b'neutral'","b'126177221571395584'","b'Tue Oct 18 06:06:08 +0000 2011'","b'Stay hungry, stay foolish. Steve Jobs, founder @Apple #WinningWithEL'"
"b'apple'","b'neutral'","b'126171911523794944'","b'Tue Oct 18 05:45:02 +0000 2011'","b'RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...'"
"b'apple'","b'neutral'","b'126165547154018304'","b'Tue Oct 18 05:19:45 +0000 2011'","b'iSteps @apple store bologna http://t.co/WjjBq7Ae'"
"b'apple'","b'neutral'","b'126163403063570432'","b'Tue Oct 18 05:11:13 +0000 2011'","b'How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX'"
"b'apple'","b'neutral'","b'126149567036137473'","b'Tue Oct 18 04:16:15 +0000 2011'","b""Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check."""
"b'apple'","b'neutral'","b'126148184358653954'","b'Tue Oct 18 04:10:45 +0000 2011'","b'Hey @Apple, could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too.'"
"b'apple'","b'neutral'","b'126146495396319232'","b'Tue Oct 18 04:04:02 +0000 2011'","b'Dear @Apple\xe2\x80\xa6 If I make love to iCloud will ALL THE THINGS have my babies?'"
"b'apple'","b'neutral'","b'126141631291326464'","b'Tue Oct 18 03:44:43 +0000 2011'","b'POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball'"
"b'apple'","b'neutral'","b'126141628372090880'","b'Tue Oct 18 03:44:42 +0000 2011'","b'POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball'"
"b'apple'","b'neutral'","b'126141580682854400'","b'Tue Oct 18 03:44:31 +0000 2011'","b'More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...'"
"b'apple'","b'neutral'","b'126141157146238976'","b'Tue Oct 18 03:42:50 +0000 2011'","b'My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple'"
"b'apple'","b'neutral'","b'126134865887363072'","b'Tue Oct 18 03:17:50 +0000 2011'","b'""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps""'"
"b'apple'","b'neutral'","b'126130171404230656'","b'Tue Oct 18 02:59:10 +0000 2011'","b'Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone'"
"b'apple'","b'neutral'","b'126125830094061568'","b'Tue Oct 18 02:41:55 +0000 2011'","b'You know you\'ve gone @Apple overboard when you misread a @Yelp review as ""iPad Thai."" #fb'"
"b'apple'","b'neutral'","b'126122372775415808'","b'Tue Oct 18 02:28:11 +0000 2011'","b'started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls'"
"b'apple'","b'neutral'","b'126118389591711744'","b'Tue Oct 18 02:12:21 +0000 2011'","b'RememberiN wen @apple and @blackberry were just fruit\n#nostalgia'"
